Altitude_km,He_density_cm3,O_density_cm3,N2_density_cm3,O2_density_cm3,Ar_density_cm3,Total_mass_density,H_density_cm3,N_density_cm3,Exospheric_temp_K,Temp_at_altitude_K,density_kg_m3,mass_flow_kg_s
52,90500000000,0,1.349e+16,3618000000000000.0,161300000000000.0,8.297e-07,0,0,1037.18,267.06,0.0008297,0.013032897123417257
53,80060000000,0,1.193e+16,3200000000000000.0,142700000000000.0,7.34e-07,0,0,1037.18,266.25,0.000734,0.01152964503867454
54,70920000000,0,1.057e+16,2835000000000000.0,126400000000000.0,6.502e-07,0,0,1037.18,264.97,0.0006502000000000001,0.01021331771682042
55,62900000000,0,9373000000000000.0,2515000000000000.0,112100000000000.0,5.767e-07,0,0,1037.18,263.17,0.0005767,0.009058782416626169
56,55850000000,0,8323000000000000.0,2233000000000000.0,99550000000000.0,5.121e-07,0,0,1037.18,260.85,0.0005121,0.008044047989516665
57,49620000000,0,7395000000000000.0,1984000000000000.0,88450000000000.0,4.549e-07,0,0,1037.18,258.08,0.0004549,0.007145552490589985
58,44090000000,0,6570000000000000.0,1763000000000000.0,78590000000000.0,4.042e-07,0,0,1037.18,254.96,0.00040419999999999996,0.006349158752904972
59,39160000000,0,5835000000000000.0,1565000000000000.0,69800000000000.0,3.59e-07,0,0,1037.18,251.56,0.000359,0.005639158813193679
60,34750000000,0,5178000000000000.0,1389000000000000.0,61940000000000.0,3.186e-07,0,0,1037.18,247.98,0.0003186,0.005004557097168541
61,30800000000,0,4589000000000000.0,1231000000000000.0,54900000000000.0,2.824e-07,0,0,1037.18,244.28,0.0002824,0.004435928826868788
62,27250000000,0,4061000000000000.0,1089000000000000.0,48570000000000.0,2.498e-07,0,0,1037.18,240.54,0.0002498,0.003923849224333652
63,24080000000,0,3586000000000000.0,961800000000000.0,42850000000000.0,2.206e-07,0,0,1037.18,236.81,0.0002206,0.003465176696909542
64,21240000000,0,3160000000000000.0,847200000000000.0,37670000000000.0,1.944e-07,0,0,1037.18,233.15,0.00019439999999999998,0.003053628059289279
65,18690000000,0,2778000000000000.0,744300000000000.0,33040000000000.0,1.708e-07,0,0,1037.18,229.62,0.0001708,0.0026829201261656835
66,16400000000,0,2436000000000000.0,652300000000000.0,28900000000000.0,1.498e-07,0,0,1037.18,226.24,0.0001498,0.0023530528975387556
67,14360000000,0,2129000000000000.0,570100000000000.0,25210000000000.0,1.309e-07,0,0,1037.18,223.05,0.00013089999999999998,0.0020561723917745197
68,12530000000,0,1857000000000000.0,496800000000000.0,21930000000000.0,1.141e-07,0,0,1037.18,220.1,0.0001141,0.001792278608872977
69,10900000000,0,1614000000000000.0,431700000000000.0,19020000000000.0,9.921e-08,0,0,1037.18,217.4,9.921e-05,0.0015583870358132168
70,9461000000,0,1399000000000000.0,374000000000000.0,16450000000000.0,8.599e-08,0,0,1037.18,214.99,8.599000000000001e-05,0.0013507277614109318
71,8185000000,0,1209000000000000.0,323100000000000.0,14180000000000.0,7.431e-08,0,0,1037.18,212.88,7.431e-05,0.0011672587504412877
72,7061000000,0,1042000000000000.0,278300000000000.0,12190000000000.0,6.403e-08,0,0,1037.18,211.11,6.403e-05,0.0010057808880467721
73,6065000000,33740000,893800000000000.0,238600000000000.0,10440000000000.0,5.491e-08,3465,64850,1037.18,209.7,5.491e-05,0.0008625242630430778
74,5208000000,73590000,766300000000000.0,204400000000000.0,8933000000000.0,4.707e-08,11970,70240,1037.18,208.63,4.7069999999999995e-05,0.0007393738310223578
75,4465000000,157900000,655600000000000.0,174700000000000.0,7630000000000.0,4.026e-08,56290,76000,1037.18,207.86,4.026e-05,0.0006324026011676253
76,3824000000,331600000,560000000000000.0,149100000000000.0,6506000000000.0,3.438e-08,314600,82180,1037.18,207.31,3.438e-05,0.0005400397771520855
77,3272000000,678600000,477900000000000.0,127100000000000.0,5541000000000.0,2.933e-08,1706000,88830,1037.18,206.94,2.933e-05,0.00046071456264894315
78,2800000000,1347000000,407500000000000.0,108200000000000.0,4714000000000.0,2.5e-08,7420000,96020,1037.18,206.68,2.4999999999999998e-05,0.00039269908169872416
79,2395000000,2585000000,347300000000000.0,92130000000000.0,4009000000000.0,2.13e-08,23210000,103800,1037.18,206.49,2.13e-05,0.000334579617607313
80,2051000000,4781000000,296000000000000.0,78390000000000.0,3407000000000.0,1.815e-08,51500000,112300,1037.18,206.31,1.815e-05,0.0002850995333132737
81,1757000000,8507000000,252300000000000.0,66690000000000.0,2896000000000.0,1.546e-08,85140000,121500,1037.18,206.08,1.546e-05,0.00024284511212249106
82,1507000000,14540000000,215100000000000.0,56740000000000.0,2462000000000.0,1.318e-08,112500000,131600,1037.18,205.76,1.318e-05,0.00020703095587156737
83,1295000000,23850000000,183500000000000.0,48290000000000.0,2093000000000.0,1.123e-08,127100000,142600,1037.18,205.28,1.1230000000000001e-05,0.0001764004274990669
84,1114000000,37550000000,156600000000000.0,41100000000000.0,1780000000000.0,9.582e-09,129400000,154600,1037.18,204.61,9.581999999999999e-06,0.00015051370403348699
85,960700000,56740000000,133800000000000.0,35000000000000.0,1514000000000.0,8.179e-09,123100000,167800,1037.18,203.7,8.179e-06,0.00012847543156855462
86,830100000,82380000000,114300000000000.0,29810000000000.0,1288000000000.0,6.986e-09,112400000,182200,1037.18,202.5,6.986e-06,0.00010973583138989148
87,719000000,115000000000,97790000000000.0,25390000000000.0,1096000000000.0,5.97e-09,100100000,198000,1037.18,200.97,5.97e-06,9.377654070965533e-05
88,624300000,154700000000,83690000000000.0,21630000000000.0,933100000000.0,5.105e-09,87940000,215300,1037.18,199.07,5.105e-06,8.018915248287947e-05
89,543500000,200800000000,71660000000000.0,18420000000000.0,793900000000.0,4.367e-09,76720000,234200,1037.18,196.79,4.367000000000001e-06,6.859667559113316e-05
90,474500000,251800000000,61370000000000.0,15680000000000.0,675100000000.0,3.737e-09,66770000,254800,1037.18,194.1,3.737e-06,5.870065873232529e-05
91,415400000,305900000000,52550000000000.0,13330000000000.0,573400000000.0,3.197e-09,58110000,277100,1037.18,191.03,3.197e-06,5.021835856763285e-05
92,364400000,360000000000,44930000000000.0,11310000000000.0,485800000000.0,2.731e-09,50650000,301000,1037.18,187.76,2.731e-06,4.289844768476863e-05
93,320100000,411200000000,38320000000000.0,9559000000000.0,410000000000.0,2.327e-09,44240000,326100,1037.18,184.5,2.327e-06,3.6552430524517246e-05
94,281600000,456300000000,32560000000000.0,8040000000000.0,344300000000.0,1.976e-09,38720000,352200,1037.18,181.4,1.976e-06,3.1038935417467155e-05
95,248000000,492700000000,27560000000000.0,6725000000000.0,287400000000.0,1.67e-09,33980000,378900,1037.18,178.63,1.67e-06,2.6232298657474774e-05
96,218700000,518700000000,23210000000000.0,5589000000000.0,238300000000.0,1.405e-09,29910000,406000,1037.18,176.31,1.405e-06,2.2069688391468298e-05
97,193300000,533200000000,19460000000000.0,4614000000000.0,196200000000.0,1.177e-09,26410000,433200,1037.18,174.56,1.177e-06,1.8488272766375933e-05
98,171100000,536400000000,16220000000000.0,3782000000000.0,160300000000.0,9.799e-10,23380000,460400,1037.18,173.51,9.799000000000001e-07,1.5392233206263194e-05
99,152000000,529100000000,13460000000000.0,3078000000000.0,129900000000.0,8.118e-10,20770000,487400,1037.18,173.27,8.118e-07,1.2751724580920971e-05
100,135400000,512600000000,11110000000000.0,2487000000000.0,104500000000.0,6.691e-10,18490000,514000,1037.18,174.0,6.691e-07,1.0510198222584654e-05
101,121000000,488700000000,9132000000000.0,1996000000000.0,83370000000.0,5.49e-10,16500000,540500,1037.18,175.82,5.49e-07,8.623671834103981e-06
102,108700000,459900000000,7481000000000.0,1593000000000.0,66140000000.0,4.49e-10,14750000,567200,1037.18,178.71,4.49e-07,7.052875507309087e-06
103,98080000,428200000000,6119000000000.0,1267000000000.0,52250000000.0,3.665e-10,13220000,594800,1037.18,182.64,3.6649999999999995e-07,5.7569685377032955e-06
104,88990000,395400000000,5003000000000.0,1005000000000.0,41150000000.0,2.991e-10,11870000,624000,1037.18,187.57,2.9909999999999997e-07,4.698251813443535e-06
105,81170000,362700000000,4094000000000.0,795500000000.0,32370000000.0,2.443e-10,10670000,655300,1037.18,193.51,2.4430000000000004e-07,3.837455426359933e-06
106,74410000,331000000000,3356000000000.0,629700000000.0,25460000000.0,1.999e-10,9607000,689200,1037.18,200.43,1.999e-07,3.1400218572629986e-06
107,68540000,301100000000,2758000000000.0,498900000000.0,20060000000.0,1.64e-10,8659000,726200,1037.18,208.33,1.64e-07,2.5761059759436307e-06
108,63400000,273200000000,2275000000000.0,396000000000.0,15840000000.0,1.351e-10,7811000,766900,1037.18,217.18,1.351e-07,2.1221458374999054e-06
109,58880000,247500000000,1884000000000.0,315200000000.0,12550000000.0,1.117e-10,7051000,811800,1037.18,226.92,1.117e-07,1.7545794970298996e-06
110,54890000,224200000000,1568000000000.0,251900000000.0,9994000000.0,9.29e-11,6371000,861700,1037.18,237.44,9.289999999999999e-08,1.459269787592459e-06
111,51360000,203300000000,1313000000000.0,202200000000.0,8005000000.0,7.77e-11,5762000,917300,1037.18,248.62,7.77e-08,1.2205087459196348e-06
112,48200000,184400000000,1105000000000.0,163200000000.0,6449000000.0,6.537e-11,5216000,979100,1037.18,260.45,6.537000000000001e-08,1.026829558825824e-06
113,45350000,167500000000,935600000000.0,132300000000.0,5227000000.0,5.531e-11,4725000,1047000,1037.18,272.93,5.5310000000000004e-08,8.688074483502574e-07
114,42760000,152300000000,796100000000.0,107900000000.0,4262000000.0,4.706e-11,4282000,1122000,1037.18,286.1,4.706e-08,7.392167513896784e-07
115,40380000,138700000000,681000000000.0,88430000000.0,3496000000.0,4.027e-11,3883000,1205000,1037.18,299.95,4.027e-08,6.325596808003049e-07
116,38190000,126400000000,585500000000.0,72890000000.0,2885000000.0,3.463e-11,3522000,1294000,1037.18,314.48,3.463e-08,5.439667679690728e-07
117,36150000,115400000000,505900000000.0,60420000000.0,2395000000.0,2.995e-11,3197000,1392000,1037.18,329.66,2.995e-08,4.7045349987507156e-07
118,34250000,105600000000,439200000000.0,50390000000.0,2000000000.0,2.603e-11,2903000,1499000,1037.18,345.48,2.603e-08,4.088782838647116e-07
119,32470000,96720000000,383200000000.0,42280000000.0,1681000000.0,2.274e-11,2638000,1615000,1037.18,361.86,2.274e-08,3.571990847131595e-07
120,30790000,88790000000,336000000000.0,35700000000.0,1420000000.0,1.997e-11,2399000,1741000,1037.18,378.72,1.997e-08,3.1368802646094086e-07
121,29220000,81710000000,296100000000.0,30330000000.0,1207000000.0,1.762e-11,2184000,1879000,1037.18,395.97,1.7619999999999998e-08,2.7677431278126077e-07
122,27740000,75370000000,262100000000.0,25950000000.0,1032000000.0,1.563e-11,1990000,2029000,1037.18,413.44,1.5629999999999998e-08,2.455154658780423e-07
123,26340000,69690000000,233100000000.0,22340000000.0,887700000.0,1.393e-11,1815000,2192000,1099.58,431.16,1.3930000000000001e-08,2.1881192832252915e-07
124,25040000,64660000000,208500000000.0,19370000000.0,768400000.0,1.249e-11,1659000,2372000,1099.58,448.47,1.249e-08,1.961924612166826e-07
125,23830000,60210000000,187500000000.0,16920000000.0,669100000.0,1.126e-11,1519000,2569000,1099.58,465.32,1.126e-08,1.7687166639710535e-07
126,22710000,56220000000,169400000000.0,14870000000.0,585900000.0,1.0189999999999999e-11,1393000,2786000,1099.58,481.74,1.0189999999999999e-08,1.6006414570039997e-07
127,21660000,52650000000,153600000000.0,13150000000.0,515600000.0,9.273e-12,1280000,3023000,1099.58,497.72,9.273000000000001e-09,1.4565994338369078e-07
128,20690000,49430000000,139900000000.0,11690000000.0,455800000.0,8.468e-12,1178000,3280000,1099.58,513.29,8.468e-09,1.3301503295299186e-07
129,19790000,46520000000,127900000000.0,10450000000.0,404700000.0,7.762e-12,1085000,3559000,1099.58,528.45,7.762e-09,1.2192521088581988e-07
130,18970000,43870000000,117300000000.0,9384000000.0,360700000.0,7.139e-12,1002000,3860000,1099.58,543.21,7.139e-09,1.1213914976988768e-07
131,18230000,41450000000,107900000000.0,8465000000.0,322600000.0,6.586e-12,925700,4185000,1099.58,557.59,6.585999999999999e-09,1.0345264608271189e-07
132,17550000,39240000000,99480000000.0,7668000000.0,289600000.0,6.093e-12,856700,4534000,1099.58,571.59,6.093e-09,9.570862019161307e-08
133,16930000,37210000000,91990000000.0,6972000000.0,260700000.0,5.652e-12,794000,4907000,1099.58,585.22,5.652e-09,8.878140839044757e-08
134,16370000,35350000000,85270000000.0,6362000000.0,235400000.0,5.256e-12,736800,5306000,1099.58,598.5,5.256e-09,8.256105493633978e-08
135,15870000,33620000000,79220000000.0,5824000000.0,213200000.0,4.899e-12,684700,5732000,1099.58,611.43,4.899e-09,7.695331204968198e-08
136,15420000,32030000000,73750000000.0,5348000000.0,193500000.0,4.576e-12,637100,6184000,1099.58,624.03,4.576e-09,7.187963991413447e-08
137,15010000,30560000000,68790000000.0,4924000000.0,176100000.0,4.282e-12,593600,6664000,1099.58,636.3,4.282e-09,6.726149871335748e-08
138,14630000,29190000000,64280000000.0,4546000000.0,160600000.0,4.015e-12,553800,7171000,1099.58,648.24,4.015e-09,6.306747252081509e-08
139,14290000,27910000000,60170000000.0,4208000000.0,146800000.0,3.772e-12,517400,7705000,1099.58,659.88,3.772e-09,5.92504374467035e-08
140,13980000,26720000000,56420000000.0,3903000000.0,134400000.0,3.548e-12,484000,8268000,1099.58,671.21,3.5479999999999997e-09,5.5731853674682933e-08
141,13690000,25610000000,52980000000.0,3628000000.0,123400000.0,3.344e-12,453400,8858000,1099.58,682.24,3.344e-09,5.2527429168021345e-08
142,13430000,24570000000,49820000000.0,3379000000.0,113400000.0,3.155e-12,425300,9475000,1099.58,692.99,3.1550000000000004e-09,4.9558624110378994e-08
143,13180000,23590000000,46910000000.0,3152000000.0,104400000.0,2.982e-12,399400,10120000,1099.58,703.46,2.982e-09,4.684114646502382e-08
144,12960000,22680000000,44230000000.0,2946000000.0,96310000.0,2.821e-12,375700,10790000,1099.58,713.65,2.821e-09,4.431216437888404e-08
145,12740000,21820000000,41750000000.0,2758000000.0,88970000.0,2.673e-12,353800,11490000,1099.58,723.58,2.673e-09,4.198738581522759e-08
146,12540000,21010000000,39450000000.0,2586000000.0,82310000.0,2.535e-12,333600,12210000,1099.58,733.25,2.535e-09,3.981968688425063e-08
147,12350000,20240000000,37330000000.0,2428000000.0,76260000.0,2.407e-12,315000,12960000,1099.58,742.67,2.407e-09,3.780906758595316e-08
148,12170000,19520000000,35350000000.0,2282000000.0,70740000.0,2.288e-12,297800,13730000,1099.58,751.85,2.288e-09,3.5939819957067234e-08
149,12000000,18840000000,33510000000.0,2148000000.0,65710000.0,2.177e-12,281900,14520000,1099.58,760.78,2.1770000000000002e-09,3.4196236034324905e-08
150,11840000,18190000000,31800000000.0,2024000000.0,61120000.0,2.073e-12,267300,15330000,1099.58,769.49,2.073e-09,3.256260785445821e-08
151,11680000,17580000000,30200000000.0,1910000000.0,56910000.0,1.976e-12,253700,16160000,1099.58,777.97,1.9760000000000002e-09,3.103893541746716e-08
152,11540000,17000000000,28710000000.0,1803000000.0,53050000.0,1.886e-12,241100,17000000,1099.58,786.22,1.886e-09,2.962521872335175e-08
153,11390000,16450000000,27310000000.0,1704000000.0,49500000.0,1.8e-12,229500,17870000,1099.58,794.27,1.8e-09,2.827433388230814e-08
154,11260000,15920000000,26000000000.0,1613000000.0,46240000.0,1.721e-12,218600,18740000,1099.58,802.1,1.721e-09,2.703340478414017e-08
155,11130000,15430000000,24770000000.0,1527000000.0,43240000.0,1.645e-12,208600,19630000,1099.58,809.73,1.645e-09,2.583959957577605e-08
156,11000000,14950000000,23610000000.0,1447000000.0,40470000.0,1.575e-12,199300,20530000,1099.58,817.16,1.575e-09,2.4740042147019623e-08
157,10880000,14500000000,22530000000.0,1373000000.0,37910000.0,1.508e-12,190600,21430000,1099.58,824.4,1.508e-09,2.3687608608067044e-08
158,10760000,14070000000,21510000000.0,1303000000.0,35550000.0,1.445e-12,182500,22340000,1099.58,831.46,1.445e-09,2.269800692218626e-08
159,10650000,13650000000,20540000000.0,1238000000.0,33360000.0,1.386e-12,175000,23250000,1099.58,838.33,1.386e-09,2.177123708937727e-08
160,10540000,13260000000,19640000000.0,1176000000.0,31330000.0,1.33e-12,167900,24170000,1099.58,845.02,1.33e-09,2.0891591146372125e-08
161,10440000,12880000000,18770000000.0,1119000000.0,29450000.0,1.277e-12,161400,25080000,1099.58,851.54,1.2769999999999998e-09,2.0059069093170828e-08
162,10330000,12520000000,17960000000.0,1065000000.0,27700000.0,1.226e-12,155300,25990000,1099.58,857.89,1.2260000000000001e-09,1.9257962966505436e-08
163,10230000,12170000000,17200000000.0,1014000000.0,26070000.0,1.179e-12,149500,26890000,1099.58,864.07,1.179e-09,1.8519688692911835e-08
164,10140000,11840000000,16470000000.0,966200000.0,24550000.0,1.134e-12,144200,27780000,1099.58,870.09,1.134e-09,1.781283034585413e-08
165,10040000,11520000000,15790000000.0,921100000.0,23140000.0,1.091e-12,139200,28670000,1099.58,875.96,1.091e-09,1.7137387925332323e-08
166,9952000,11210000000,15140000000.0,878600000.0,21820000.0,1.05e-12,134500,29540000,1099.58,881.68,1.0499999999999999e-09,1.6493361431346413e-08
167,9863000,10920000000,14520000000.0,838400000.0,20590000.0,1.011e-12,130100,30400000,1099.58,887.25,1.0110000000000001e-09,1.588075086389641e-08
168,9777000,10640000000,13930000000.0,800500000.0,19450000.0,9.746e-13,126000,31240000,1099.58,892.67,9.746e-10,1.530898100094306e-08
169,9693000,10360000000,13370000000.0,764600000.0,18370000.0,9.395e-13,122100,32070000,1099.58,897.96,9.395e-10,1.4757631490238052e-08
170,9611000,10100000000,12840000000.0,730700000.0,17370000.0,9.061e-13,118500,32870000,1099.58,903.11,9.061e-10,1.4232985517088558e-08
171,9531000,9848000000,12340000000.0,698600000.0,16420000.0,8.742e-13,115000,33660000,1099.58,908.12,8.741999999999999e-10,1.3731901488840986e-08
172,9453000,9604000000,11860000000.0,668100000.0,15540000.0,8.438e-13,111800,34420000,1099.58,913.01,8.438e-10,1.3254379405495337e-08
173,9377000,9369000000,11400000000.0,639200000.0,14710000.0,8.147e-13,108800,35150000,1099.58,917.77,8.147e-10,1.2797277674398023e-08
174,9302000,9142000000,10970000000.0,611800000.0,13940000.0,7.869e-13,105900,35860000,1099.58,922.41,7.869e-10,1.2360596295549043e-08
175,9230000,8923000000,10550000000.0,585800000.0,13210000.0,7.604e-13,103200,36550000,1099.58,926.92,7.604e-10,1.1944335268948394e-08
176,9159000,8712000000,10160000000.0,561100000.0,12520000.0,7.35e-13,100700,37200000,1099.58,931.32,7.35e-10,1.1545353001942492e-08
177,9089000,8507000000,9778000000.0,537600000.0,11870000.0,7.107e-13,98290,37830000,1099.58,935.61,7.107e-10,1.1163649494531331e-08
178,9022000,8310000000,9416000000.0,515300000.0,11260000.0,6.874e-13,96030,38430000,1099.58,939.79,6.874e-10,1.079765395038812e-08
179,8955000,8118000000,9070000000.0,494000000.0,10690000.0,6.651e-13,93890,39000000,1099.58,943.86,6.651e-10,1.0447366369512857e-08
180,8890000,7933000000,8740000000.0,473800000.0,10150000.0,6.437e-13,91860,39540000,1099.58,947.82,6.437e-10,1.011121595557875e-08
181,8827000,7754000000,8423000000.0,454500000.0,9642000.0,6.232e-13,89950,40040000,1099.58,951.68,6.232e-10,9.789202708585797e-09
182,8764000,7580000000,8121000000.0,436200000.0,9162000.0,6.036e-13,88130,40520000,1099.58,955.45,6.036e-10,9.481326628533994e-09
183,8703000,7412000000,7831000000.0,418700000.0,8708000.0,5.847e-13,86420,40960000,1099.58,959.11,5.847000000000001e-10,9.184446122769762e-09
184,8643000,7249000000,7553000000.0,402000000.0,8280000.0,5.665e-13,84790,41370000,1099.58,962.68,5.665e-10,8.89856119129309e-09
185,8584000,7090000000,7287000000.0,386000000.0,7875000.0,5.491e-13,83240,41740000,1099.58,966.16,5.491e-10,8.625242630430778e-09
186,8527000,6937000000,7032000000.0,370800000.0,7493000.0,5.323e-13,81780,42090000,1099.58,969.55,5.323e-10,8.361348847529235e-09
187,8470000,6787000000,6788000000.0,356300000.0,7131000.0,5.162e-13,80390,42400000,1099.58,972.86,5.161999999999999e-10,8.108450638915255e-09
188,8414000,6643000000,6553000000.0,342400000.0,6788000.0,5.007e-13,79070,42690000,1099.58,976.08,5.006999999999999e-10,7.864977208262046e-09
189,8360000,6502000000,6328000000.0,329200000.0,6464000.0,4.858e-13,77810,42940000,1099.58,979.21,4.858e-10,7.630928555569607e-09
190,8306000,6365000000,6111000000.0,316500000.0,6157000.0,4.714e-13,76620,43150000,1099.58,982.27,4.713999999999999e-10,7.404733884511142e-09
191,8253000,6233000000,5904000000.0,304400000.0,5866000.0,4.576e-13,75480,43340000,1099.58,985.24,4.576e-10,7.187963991413448e-09
192,8202000,6103000000,5704000000.0,292800000.0,5590000.0,4.442e-13,74400,43500000,1099.58,988.14,4.4420000000000003e-10,6.977477283622932e-09
193,8151000,5978000000,5512000000.0,281700000.0,5329000.0,4.314e-13,73370,43630000,1099.58,990.97,4.3140000000000003e-10,6.7764153537931846e-09
194,8101000,5856000000,5328000000.0,271000000.0,5081000.0,4.19e-13,72390,43730000,1099.58,993.72,4.19e-10,6.5816366092706166e-09
195,8051000,5737000000,5151000000.0,260800000.0,4845000.0,4.07e-13,71450,43800000,1099.58,996.41,4.07e-10,6.393141050055229e-09
196,8003000,5621000000,4980000000.0,251100000.0,4622000.0,3.955e-13,70560,43840000,1099.58,999.02,3.955e-10,6.212499472473816e-09
197,7955000,5508000000,4816000000.0,241700000.0,4409000.0,3.843e-13,69710,43860000,1099.58,1001.57,3.843e-10,6.036570283872788e-09
198,7908000,5398000000,4658000000.0,232800000.0,4208000.0,3.736e-13,68900,43850000,1099.58,1004.05,3.736e-10,5.868495076905733e-09
199,7862000,5291000000,4506000000.0,224200000.0,4016000.0,3.632e-13,68120,43820000,1099.58,1006.47,3.632e-10,5.7051322589190655e-09
200,7816000,5187000000,4359000000.0,216000000.0,3834000.0,3.532e-13,67380,43760000,1099.58,1008.82,3.532e-10,5.548052626239575e-09
201,7764000,5085000000,4218000000.0,208200000.0,3661000.0,3.435e-13,66680,43680000,1099.58,1011.12,3.435e-10,5.39568538254047e-09
202,7720000,4986000000,4082000000.0,200600000.0,3496000.0,3.341e-13,66000,43570000,1099.58,1013.35,3.341e-10,5.24803052782175e-09
203,7676000,4890000000,3951000000.0,193300000.0,3340000.0,3.251e-13,65350,43440000,1099.58,1015.53,3.251e-10,5.1066588584102094e-09
204,7634000,4795000000,3825000000.0,186300000.0,3191000.0,3.163e-13,64730,43300000,1099.58,1017.66,3.163e-10,4.9684287816522584e-09
205,7591000,4703000000,3703000000.0,179600000.0,3049000.0,3.078e-13,64140,43130000,1099.58,1019.73,3.078e-10,4.834911093874692e-09
206,7550000,4613000000,3585000000.0,173100000.0,2913000.0,2.996e-13,63570,42940000,1099.58,1021.75,2.9960000000000003e-10,4.706105795077511e-09
207,7508000,4526000000,3472000000.0,166900000.0,2785000.0,2.917e-13,63030,42740000,1099.58,1023.71,2.917e-10,4.582012885260714e-09
208,7468000,4440000000,3362000000.0,161000000.0,2662000.0,2.84e-13,62510,42520000,1099.58,1025.63,2.84e-10,4.4610615680975066e-09
209,7428000,4357000000,3257000000.0,155300000.0,2545000.0,2.765e-13,62010,42280000,1099.58,1027.49,2.765e-10,4.343251843587889e-09
210,7388000,4275000000,3155000000.0,149800000.0,2434000.0,2.693e-13,61530,42030000,1099.58,1029.31,2.6930000000000004e-10,4.2301545080586575e-09
211,7349000,4195000000,3057000000.0,144500000.0,2328000.0,2.623e-13,61070,41760000,1099.58,1031.08,2.623e-10,4.120198765183015e-09
212,7310000,4117000000,2962000000.0,139400000.0,2227000.0,2.556e-13,60630,41480000,1099.58,1032.81,2.556e-10,4.014955411287756e-09
213,7272000,4041000000,2870000000.0,134500000.0,2130000.0,2.49e-13,60200,41180000,1099.58,1034.49,2.49e-10,3.911282853719293e-09
214,7234000,3967000000,2781000000.0,129800000.0,2038000.0,2.427e-13,59800,40880000,1099.58,1036.13,2.427e-10,3.812322685131215e-09
215,7197000,3894000000,2696000000.0,125300000.0,1950000.0,2.365e-13,59410,40560000,1099.58,1037.73,2.365e-10,3.7149333128699306e-09
216,7160000,3823000000,2613000000.0,120900000.0,1866000.0,2.305e-13,59030,40230000,1099.58,1039.29,2.3049999999999998e-10,3.6206855332622365e-09
217,7124000,3753000000,2533000000.0,116700000.0,1786000.0,2.247e-13,58670,39890000,1099.58,1040.81,2.2469999999999998e-10,3.5295793463081328e-09
218,7088000,3685000000,2456000000.0,112700000.0,1710000.0,2.191e-13,58320,39550000,1099.58,1042.29,2.191e-10,3.4416147520076186e-09
219,7052000,3619000000,2381000000.0,108800000.0,1637000.0,2.136e-13,57980,39190000,1099.58,1043.73,2.136e-10,3.355220954033899e-09
220,7017000,3553000000,2309000000.0,105100000.0,1567000.0,2.083e-13,57660,38830000,1099.58,1045.13,2.083e-10,3.27196874871377e-09
221,6982000,3490000000,2239000000.0,101400000.0,1501000.0,2.032e-13,57350,38460000,1099.58,1046.5,2.032e-10,3.1918581360472303e-09
222,6947000,3427000000,2172000000.0,97980000.0,1437000.0,1.982e-13,57050,38080000,1099.58,1047.83,1.982e-10,3.113318319707485e-09
223,6913000,3366000000,2106000000.0,94630000.0,1377000.0,1.933e-13,56760,37700000,1099.58,1049.14,1.933e-10,3.036349299694535e-09
224,6879000,3306000000,2043000000.0,91410000.0,1319000.0,1.886e-13,56480,37320000,1099.58,1050.4,1.886e-10,2.962521872335175e-09
225,6846000,3248000000,1982000000.0,88300000.0,1263000.0,1.84e-13,56210,36920000,1099.58,1051.64,1.84e-10,2.89026524130261e-09
226,6812000,3190000000,1923000000.0,85300000.0,1210000.0,1.796e-13,55950,36530000,1099.58,1052.84,1.796e-10,2.8211502029236343e-09
227,6780000,3134000000,1865000000.0,82420000.0,1159000.0,1.753e-13,55700,36130000,1099.58,1054.01,1.753e-10,2.753605960871454e-09
228,6747000,3079000000,1810000000.0,79640000.0,1111000.0,1.711e-13,55460,35730000,1099.58,1055.16,1.711e-10,2.6876325151460684e-09
229,6715000,3025000000,1756000000.0,76950000.0,1065000.0,1.67e-13,55230,35330000,1099.58,1056.27,1.67e-10,2.6232298657474776e-09
230,6683000,2973000000,1704000000.0,74360000.0,1020000.0,1.63e-13,55000,34920000,1099.58,1057.36,1.63e-10,2.560398012675682e-09
231,6651000,2921000000,1654000000.0,71870000.0,978000.0,1.592e-13,54780,34510000,1099.58,1058.42,1.592e-10,2.5007077522574754e-09
232,6620000,2870000000,1605000000.0,69460000.0,937400.0,1.554e-13,54570,34100000,1099.58,1059.45,1.554e-10,2.4410174918392697e-09
233,6589000,2821000000,1558000000.0,67140000.0,898600.0,1.518e-13,54360,33690000,1099.58,1060.45,1.5179999999999998e-10,2.3844688240746527e-09
234,6558000,2772000000,1512000000.0,64900000.0,861500.0,1.482e-13,54160,33280000,1099.58,1061.43,1.482e-10,2.327920156310037e-09
235,6528000,2724000000,1468000000.0,62740000.0,826000.0,1.448e-13,53970,32870000,1099.58,1062.39,1.448e-10,2.2745130811990106e-09
236,6498000,2677000000,1425000000.0,60660000.0,792000.0,1.414e-13,53790,32460000,1099.58,1063.32,1.414e-10,2.221106006087984e-09
237,6468000,2632000000,1383000000.0,58640000.0,759400.0,1.381e-13,53600,32050000,1099.58,1064.23,1.3810000000000002e-10,2.169269727303753e-09
238,6438000,2587000000,1343000000.0,56700000.0,728300.0,1.35e-13,53430,31650000,1099.58,1065.11,1.35e-10,2.120575041173111e-09
239,6408000,2542000000,1304000000.0,54830000.0,698400.0,1.319e-13,53260,31240000,1099.58,1065.97,1.319e-10,2.071880355042469e-09
