Altitude_km,He_density_cm3,O_density_cm3,N2_density_cm3,O2_density_cm3,Ar_density_cm3,Total_mass_density,H_density_cm3,N_density_cm3,Exospheric_temp_K,Temp_at_altitude_K,density_kg_m3,mass_flow_kg_s
240,6379000,2499000000,1266000000.0,53020000.0,669900.0,1.288e-13,53090,30830000,1099.58,1066.81,1.2879999999999998e-10,2.023185668911827e-09
241,6350000,2457000000,1229000000.0,51270000.0,642700.0,1.259e-13,52930,30430000,1099.58,1067.63,1.259e-10,1.977632575434775e-09
242,6321000,2415000000,1194000000.0,49580000.0,616500.0,1.23e-13,52780,30030000,1099.58,1068.43,1.2300000000000001e-10,1.932079481957723e-09
243,6293000,2374000000,1159000000.0,47950000.0,591400.0,1.203e-13,52630,29630000,1099.58,1069.21,1.2030000000000001e-10,1.889667981134261e-09
244,6265000,2334000000,1126000000.0,46380000.0,567300.0,1.175e-13,52480,29230000,1099.58,1069.97,1.175e-10,1.8456856839840038e-09
245,6237000,2295000000,1093000000.0,44860000.0,544300.0,1.149e-13,52330,28840000,1099.58,1070.71,1.149e-10,1.8048449794873364e-09
246,6209000,2256000000,1062000000.0,43400000.0,522200.0,1.123e-13,52200,28440000,1099.58,1071.43,1.123e-10,1.764004274990669e-09
247,6181000,2219000000,1031000000.0,41980000.0,501100.0,1.098e-13,52060,28050000,1099.58,1072.13,1.098e-10,1.7247343668207966e-09
248,6154000,2181000000,1002000000.0,40610000.0,480800.0,1.074e-13,51930,27670000,1099.58,1072.81,1.074e-10,1.687035254977719e-09
249,6126000,2145000000,973200000.0,39290000.0,461400.0,1.05e-13,51800,27290000,1099.58,1073.48,1.05e-10,1.6493361431346414e-09
250,6099000,2109000000,945400000.0,38010000.0,442800.0,1.027e-13,51670,26910000,1099.58,1074.13,1.0269999999999999e-10,1.6132078276183587e-09
251,6073000,2074000000,918400000.0,36780000.0,425000.0,1.004e-13,51550,26530000,1099.58,1074.77,1.004e-10,1.5770795121020762e-09
252,6046000,2040000000,892200000.0,35580000.0,407900.0,9.821e-14,51430,26160000,1099.58,1075.38,9.821e-11,1.5426790725452681e-09
253,6020000,2006000000,866800000.0,34430000.0,391500.0,9.606e-14,51310,25790000,1099.58,1075.99,9.606e-11,1.5089069515191778e-09
254,5993000,1973000000,842200000.0,33320000.0,375800.0,9.396e-14,51200,25420000,1099.58,1076.57,9.396e-11,1.475920228656485e-09
255,5967000,1940000000,818300000.0,32240000.0,360700.0,9.192e-14,51090,25060000,1099.58,1077.15,9.192e-11,1.4438759835898692e-09
256,5941000,1908000000,795100000.0,31200000.0,346300.0,8.992e-14,50980,24700000,1099.58,1077.7,8.992e-11,1.4124600570539712e-09
257,5916000,1877000000,772500000.0,30200000.0,332400.0,8.798e-14,50870,24350000,1099.58,1078.25,8.797999999999999e-11,1.38198660831415e-09
258,5890000,1846000000,750700000.0,29220000.0,319100.0,8.608e-14,50770,24000000,1099.58,1078.78,8.608e-11,1.3521414781050471e-09
259,5865000,1815000000,729500000.0,28280000.0,306400.0,8.423e-14,50660,23650000,1099.58,1079.3,8.423e-11,1.3230817460593416e-09
260,5840000,1786000000,708900000.0,27370000.0,294200.0,8.243e-14,50560,23310000,1099.58,1079.8,8.242999999999999e-11,1.2948074121770331e-09
261,5815000,1756000000,688900000.0,26500000.0,282400.0,8.067e-14,50470,22970000,1099.58,1080.29,8.067e-11,1.2671613968254434e-09
262,5790000,1728000000,669500000.0,25650000.0,271200.0,7.895e-14,50370,22630000,1099.58,1080.77,7.895e-11,1.240143700004571e-09
